12.46,19.89,80.43
20.09,23.86,134.7
10.49,18.61,66.86
11.46,18.16,73.59
11.6,24.49,74.23
13.2,15.82,84.07
9,14.4,56.36
13.5,12.71,85.69
13.05,13.84,82.71
11.7,19.11,74.33
14.61,15.69,92.68
12.76,13.37,82.29
11.54,10.72,73.73
8.597,18.6,54.09
12.49,16.85,79.19
12.18,14.08,77.25
18.22,18.87,118.7
9.042,18.9,60.07
12.43,17,78.6
10.25,16.18,66.52
20.16,19.66,131.1
12.86,13.32,82.82
20.34,21.51,135.9
12.2,15.21,78.01
12.67,17.3,81.25
14.11,12.88,90.03
12.03,17.93,76.09
16.27,20.71,106.9
16.26,21.88,107.5
16.03,15.51,105.8
12.98,19.35,84.52
11.22,19.86,71.94
11.25,14.78,71.38
12.3,19.02,77.88
17.06,21,111.8
12.99,14.23,84.08
18.77,21.43,122.9
10.05,17.53,64.41
23.51,24.27,155.1
14.42,16.54,94.15
9.606,16.84,61.64
11.06,14.96,71.49
19.68,21.68,129.9
11.71,15.45,75.03
10.26,14.71,66.2
12.06,18.9,76.66
14.76,14.74,94.87
11.47,16.03,73.02
11.95,14.96,77.23
11.66,17.07,73.7
15.75,19.22,107.1
25.73,17.46,174.2
15.08,25.74,98
11.14,14.07,71.24
12.56,19.07,81.92
13.05,18.59,85.09
13.87,16.21,88.52
8.878,15.49,56.74
9.436,18.32,59.82
12.54,18.07,79.42
13.3,21.57,85.24
12.76,18.84,81.87
16.5,18.29,106.6
13.4,16.95,85.48
20.44,21.78,133.8
20.2,26.83,133.7
12.21,18.02,78.31
21.71,17.25,140.9
22.01,21.9,147.2
16.35,23.29,109
15.19,13.21,97.65
21.37,15.1,141.3
20.64,17.35,134.8
13.69,16.07,87.84
16.17,16.07,106.3
10.57,20.22,70.15
13.46,28.21,85.89
13.66,15.15,88.27
11.08,18.83,73.3
11.27,12.96,73.16
11.04,14.93,70.67
12.05,22.72,78.75
12.39,17.48,80.64
13.28,13.72,85.79
14.6,23.29,93.97
12.21,14.09,78.78
13.88,16.16,88.37
11.27,15.5,73.38
19.55,23.21,128.9
10.26,12.22,65.75
8.734,16.84,55.27
15.49,19.97,102.4
21.61,22.28,144.4
12.1,17.72,78.07
14.06,17.18,89.75
13.51,18.89,88.1
12.8,17.46,83.05
11.06,14.83,70.31
11.8,17.26,75.26
17.91,21.02,124.4
11.93,10.91,76.14
12.96,18.29,84.18
12.94,16.17,83.18
12.34,14.95,78.29
10.94,18.59,70.39
16.14,14.86,104.3
12.85,21.37,82.63
17.99,20.66,117.8
12.27,17.92,78.41
11.36,17.57,72.49
11.04,16.83,70.92
9.397,21.68,59.75
14.99,22.11,97.53
15.13,29.81,96.71
11.89,21.17,76.39
9.405,21.7,59.6
15.5,21.08,102.9
12.7,12.17,80.88
11.16,21.41,70.95
11.57,19.04,74.2
14.69,13.98,98.22
11.61,16.02,75.46
13.66,19.13,89.46
9.742,19.12,61.93
10.03,21.28,63.19
10.48,14.98,67.49
10.8,21.98,68.79
11.13,16.62,70.47
12.72,17.67,80.98
14.9,22.53,102.1
12.4,17.68,81.47
20.18,19.54,133.8
18.82,21.97,123.7
14.86,16.94,94.89
13.98,19.62,91.12
12.87,19.54,82.67
14.04,15.98,89.78
13.85,19.6,88.68
14.02,15.66,89.59
10.97,17.2,71.73
17.27,25.42,112.4
13.78,15.79,88.37
10.57,18.32,66.82
18.03,16.85,117.5
11.99,24.89,77.61
17.75,28.03,117.3
14.8,17.66,95.88
14.53,19.34,94.25
21.1,20.52,138.1
11.87,21.54,76.83
19.59,25,127.7
12,28.23,76.77
14.53,13.98,93.86
12.62,17.15,80.62
13.38,30.72,86.34
11.63,29.29,74.87
13.21,25.25,84.1
13,25.13,82.61
9.755,28.2,61.68
17.08,27.15,111.2
27.42,26.27,186.9
14.4,26.99,92.25
11.6,18.36,73.88
13.17,18.22,84.28
13.24,20.13,86.87
13.14,20.74,85.98
9.668,18.1,61.06
17.6,23.33,119
11.62,18.18,76.38
9.667,18.49,61.49
12.04,28.14,76.85
14.92,14.93,96.45
12.27,29.97,77.42
10.88,15.62,70.41
12.83,15.73,82.89
14.2,20.53,92.41
13.9,16.62,88.97
11.49,14.59,73.99
16.25,19.51,109.8
12.16,18.03,78.29
13.9,19.24,88.73
13.47,14.06,87.32
13.7,17.64,87.76
15.73,11.28,102.8
12.45,16.41,82.85
14.64,16.85,94.21
19.44,18.82,128.1
11.68,16.17,75.49
16.69,20.2,107.1
12.25,22.44,78.18
17.85,13.23,114.6
18.01,20.56,118.4
12.46,12.83,78.83
13.16,20.54,84.06
14.87,20.21,96.12
12.65,18.17,82.69
12.47,17.31,80.45
18.49,17.52,121.3
20.59,21.24,137.8
15.04,16.74,98.73
